,QF_MERCHANT_PRID,QF_MERCHANT_PERSONNEL_PRID,QF_MERCHANT_SERVICE_PRID,ratingCount,bookingCount,SERVICE_VIEW_COUNT,SERVICE_OFFER_PRICE,SERVICE_UPDATED_ON_DATE,combined_vectors,Transformed_Formatted_Name,SERVICE_NAME,Transformed_Sub_Category,SERVICE_NAME_1,SERVICE_NAME_2,SERVICE_NAME_3,SERVICE_NAME_4,SERVICE_NAME_5
0,724.0,723,594,3,5,0.0,50.0,2022-10-29 06:43:53,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
  0.77504706 -0.43565168  0.43714663  0.51765862  0.14036227  0.21658098
  2.37562363  1.83008172  0.22512335  0.1696747  -0.65895974 -0.99748057
  1.12229147  0.03730959  0.70919327 -0.12713538 -0.25101891 -0.19098701]",Hair - Wash & Blow Dry - Men,Wash & Blow Dry - Men,Hair,Hair,Wash & Blow Dry,Men,,
1,725.0,724,595,0,0,0.0,2790.0,2022-10-31 07:10:37,"[-1.45080632 -0.80875503 -1.19915392 -0.16241798 -0.01560754 -0.02898695
 -0.78280591  0.12585485  0.16233719  0.03257952 -0.50200341  0.03477976
  1.11644505 -0.07078174 -0.27899118  0.179194    0.30756564  0.15982236
  2.04161946  0.09277094  1.10759533  0.18377111 -0.22923485  0.4628903
  0.          0.          0.          0.          0.          0.        ]",Facial - Anti-Ageing,Anti - Ageing Facial,Face,Facial,Anti-Ageing,,,
2,725.0,724,596,0,0,0.0,1110.0,2022-10-31 07:12:29,"[-1.45080632 -0.80875503 -1.19915392 -0.16241798 -0.01560754 -0.02898695
 -0.78280591  0.12585485  0.16233719  0.03257952 -0.50200341  0.03477976
  1.11644505 -0.07078174 -0.27899118  0.179194    0.30756564  0.15982236
 -0.72569198  0.05908805  0.38247621  0.62887174 -0.09449366 -0.16449891
  0.          0.          0.          0.          0.          0.        ]",Facial - Herbal,Herbal Facial,Face,Facial,Herbal,,,
3,725.0,724,597,0,0,0.0,465.0,2022-10-31 07:13:00,"[-1.45080632 -0.80875503 -1.19915392 -0.16241798 -0.01560754 -0.02898695
 -0.48039935 -0.24442957  0.39085683  0.40395909 -0.19931581 -0.23871176
 -0.99484654 -0.014959    0.67028006  0.45520484  0.11256947 -0.16682526
 -0.11059702  0.32150015 -0.72232308 -0.07735605  0.16649532  0.4516471
  0.          0.          0.          0.          0.          0.        ]",Bleach - Full Arms,Bleach - Full Arms,arms,Bleach,Full Arms,,,
4,725.0,724,598,0,0,0.0,360.0,2022-10-31 07:13:19,"[-1.45080632 -0.80875503 -1.19915392 -0.16241798 -0.01560754 -0.02898695
 -0.78280591  0.12585485  0.16233719  0.03257952 -0.50200341  0.03477976
 -0.99484654 -0.014959    0.67028006  0.45520484  0.11256947 -0.16682526
  0.90233653 -0.235161   -1.28095375 -0.43629054  0.15863619 -0.20066541
  0.          0.          0.          0.          0.          0.        ]",Bleach - Face & Neck,Bleach - Face & Neck,Face,Bleach,Face & Neck,,,
5,725.0,724,599,0,0,0.0,900.0,2022-10-31 07:14:21,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
 -0.37152913 -0.67940062  0.65306028  0.35935363 -0.07419304  0.22697829
 -0.33447719 -0.12406896 -0.77530287  0.15695226 -0.50797369  0.36095134
  0.          0.          0.          0.          0.          0.        ]",Hair Cut - Women,Hair Cut - Women,Hair,Hair Cut,Women,,,
6,725.0,724,600,0,0,0.0,600.0,2022-10-31 07:15:09,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
 -0.37152913 -0.67940062  0.65306028  0.35935363 -0.07419304  0.22697829
 -0.55232859  0.18455997 -0.73688192  0.04115531 -0.17771172  0.26795059
  0.          0.          0.          0.          0.          0.        ]",Hair Cut - Men,Hair Cut - Men,Hair,Hair Cut,Men,,,
7,725.0,724,601,0,0,0.0,1650.0,2022-10-31 07:15:56,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
  0.77504706 -0.43565168  0.43714663  0.51765862  0.14036227  0.21658098
 -0.24910689 -0.83100139 -0.01719111 -0.44904392  0.0248623  -0.07123326
  0.07565366  1.05902483  0.36425505  0.9760281  -0.11195728  0.04041848]",Hair - Global - Upto Shoulder,Global - Upto Shoulder,Hair,Hair,Global,Upto Shoulder,,
8,725.0,724,602,0,0,0.0,2100.0,2023-08-30 04:45:15,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
  0.77504706 -0.43565168  0.43714663  0.51765862  0.14036227  0.21658098
  0.51574082 -0.08041661 -0.38047991 -0.5056135   0.25184331 -0.41039205
  0.          0.          0.          0.          0.          0.        ]",Hair - Root Touch Up,Root Touch Up,Hair,Hair,Root Touch Up,,,
9,725.0,724,603,1,2,0.0,240.0,2022-10-31 07:17:01,"[-0.22748656  1.21591976 -0.07052168  0.20664219  0.18589241 -0.39877277
 -0.11125053 -0.49589062 -0.14218086  0.77928956  0.49581308 -0.21349604
 -0.33731883 -0.14439285  0.51856735  0.32526874  0.19598784 -0.32410089
 -0.70476387  0.59305521  0.70956686 -0.43253547  0.17665921  0.03478749
  0.          0.          0.          0.          0.          0.        ]",Manicure - Basic,Basic Manicure,palm,Manicure,Basic,,,
10,725.0,724,604,0,0,0.0,480.0,2022-10-31 07:17:22,"[-0.22748656  1.21591976 -0.07052168  0.20664219  0.18589241 -0.39877277
 -0.11125053 -0.49589062 -0.14218086  0.77928956  0.49581308 -0.21349604
 -0.33731883 -0.14439285  0.51856735  0.32526874  0.19598784 -0.32410089
 -0.61578133  0.96351201  0.12621359  0.37425352 -0.54337988 -0.07019717
  0.          0.          0.          0.          0.          0.        ]",Manicure - Express,Express Manicure,palm,Manicure,Express,,,
11,725.0,724,605,1,1,0.0,555.0,2023-08-30 04:44:17,"[-0.22748656  1.21591976 -0.07052168  0.20664219  0.18589241 -0.39877277
 -0.43869291 -0.22739113 -0.06495697  0.16735309  0.2957701  -0.30210452
 -1.22741467  0.55549539  0.36503209  1.03430608  0.2442082   0.45006309
 -0.61578133  0.96351201  0.12621359  0.37425352 -0.54337988 -0.07019717
  0.          0.          0.          0.          0.          0.        ]",Pedicure - Express,Express Pedicure,feet,Pedicure,Express,,,
12,726.0,725,606,1,21,44.0,180.0,2023-07-10 10:41:05,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
 -0.37152913 -0.67940062  0.65306028  0.35935363 -0.07419304  0.22697829
 -0.55232859  0.18455997 -0.73688192  0.04115531 -0.17771172  0.26795059
  0.          0.          0.          0.          0.          0.        ]",Hair Cut - Men,Hair Cut - Men,Hair,Hair Cut,Men,,,
13,727.0,726,607,2,5,26.0,200.0,2023-01-11 12:13:24,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
 -0.37152913 -0.67940062  0.65306028  0.35935363 -0.07419304  0.22697829
 -0.55232859  0.18455997 -0.73688192  0.04115531 -0.17771172  0.26795059
  0.          0.          0.          0.          0.          0.        ]",Hair Cut - Men,Hair Cut - Men,Hair,Hair Cut,Men,,,
14,728.0,727,608,0,0,0.0,299.0,2022-11-12 08:19:50,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.50504797  0.20692035 -0.37107628 -0.08457307 -0.13359699  0.00398041
  1.37067765 -0.38884667 -0.36545101 -0.32073776  0.39366337  0.02725272
 -0.1942795  -0.60002599  0.23517947  0.16282504  0.07968551 -0.23928147
  1.37288294  0.09840323  0.07117256 -0.09190301  0.07450651 -0.34627401]",Wash - Eco - Sedan,Eco Wash - Sedan,Car,Wash,Eco,Sedan,,
15,730.0,729,609,0,1,7.0,555.0,2023-01-11 12:12:29,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.50504797  0.20692035 -0.37107628 -0.08457307 -0.13359699  0.00398041
  1.37067765 -0.38884667 -0.36545101 -0.32073776  0.39366337  0.02725272
 -0.78203241  0.11696861  0.37177083  0.23800601 -0.19413915 -0.08792073
  1.0340858  -0.02288338 -0.2927758  -0.1286572   0.17347195 -0.5248914 ]",Wash - Water - Premium,Water Wash - Premium,Car,Wash,Water,Premium,,
16,731.0,730,610,0,0,3.0,555.0,2023-01-11 12:11:09,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.50504797  0.20692035 -0.37107628 -0.08457307 -0.13359699  0.00398041
  1.37067765 -0.38884667 -0.36545101 -0.32073776  0.39366337  0.02725272
 -0.47116085 -0.28453266  0.51385719 -0.32285108  0.11753167 -0.12427701
  1.0340858  -0.02288338 -0.2927758  -0.1286572   0.17347195 -0.5248914 ]",Wash - Foam - Premium,Foam Wash - Premium,Car,Wash,Foam,Premium,,
17,732.0,731,611,1,1,3.0,585.0,2022-11-16 05:37:02,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.50504797  0.20692035 -0.37107628 -0.08457307 -0.13359699  0.00398041
 -1.22911247  0.31674409 -0.55654011 -1.01227316 -0.18266075  0.35013545
 -0.94562879  0.28789004 -0.02893617 -0.12916463 -0.07931101  0.11060722
  0.          0.          0.          0.          0.          0.        ]",Alignment & Balancing - Wheel,Wheel Alignment & Balancing,Car,Alignment & Balancing,Wheel,,,
18,734.0,733,612,0,0,13.0,350.0,2023-01-11 12:10:03,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
  0.77504706 -0.43565168  0.43714663  0.51765862  0.14036227  0.21658098
  0.20708966 -0.32845016  0.02095127 -0.02446964  0.03687676 -0.406445
  1.12229147  0.03730959  0.70919327 -0.12713538 -0.25101891 -0.19098701]",Hair - Blow Dry - Men,Blow Dry - Men,Hair,Hair,Blow Dry,Men,,
19,735.0,734,613,0,1,12.0,150.0,2023-01-11 12:09:32,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
 -0.37152913 -0.67940062  0.65306028  0.35935363 -0.07419304  0.22697829
 -0.55232859  0.18455997 -0.73688192  0.04115531 -0.17771172  0.26795059
  0.          0.          0.          0.          0.          0.        ]",Hair Cut - Men,Hair Cut - Men,Hair,Hair Cut,Men,,,
20,736.0,735,614,0,0,0.0,165.0,2022-11-18 04:55:02,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.12056173  0.15356019  0.17849766 -0.53664835 -0.09857831  0.16311332
  0.73325472  0.26746009 -0.4193243  -0.37502669  0.04575305 -0.01524915
 -0.54267581  0.48935645  0.10184263 -0.03536729 -0.46241362  0.22014497
 -1.22290111 -0.18148416 -0.8411545  -0.66555191 -0.21044575 -0.04792781]",Repair - Bike - Tire Puncture,Bike Tire Puncture Repair,Bike,Repair,Bike,Tire Puncture,,
21,736.0,735,615,0,0,10.0,850.0,2023-01-13 09:12:37,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.12056173  0.15356019  0.17849766 -0.53664835 -0.09857831  0.16311332
  0.68351684 -0.59037647 -0.20642182 -0.19585123 -0.03921105  0.23186458
 -0.72949164  0.08659492 -0.27523418  0.00915255 -0.26163822  0.29698399
 -0.32034475 -0.54207534 -0.61853626 -0.46373485  0.07111986  0.00797203]",Service - General - 150 CC,General Service - 150 CC,Bike,Service,General,150 CC,,
22,737.0,736,616,1,7,18.0,170.0,2023-11-02 12:19:04,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.50504797  0.20692035 -0.37107628 -0.08457307 -0.13359699  0.00398041
  1.37067765 -0.38884667 -0.36545101 -0.32073776  0.39366337  0.02725272
 -0.78203241  0.11696861  0.37177083  0.23800601 -0.19413915 -0.08792073
  0.          0.          0.          0.          0.          0.        ]",Wash - Water,Water Wash,Car,Wash,Water,,,
23,738.0,737,617,0,1,8.0,300.0,2023-09-11 10:01:32,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
 -0.37152913 -0.67940062  0.65306028  0.35935363 -0.07419304  0.22697829
 -0.55232859  0.18455997 -0.73688192  0.04115531 -0.17771172  0.26795059
  0.          0.          0.          0.          0.          0.        ]",Hair Cut - Men,Hair Cut - Men,Hair,Hair Cut,Men,,,
24,739.0,738,618,0,0,9.0,900.0,2023-01-11 12:06:04,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.12056173  0.15356019  0.17849766 -0.53664835 -0.09857831  0.16311332
  0.68351684 -0.59037647 -0.20642182 -0.19585123 -0.03921105  0.23186458
 -0.72949164  0.08659492 -0.27523418  0.00915255 -0.26163822  0.29698399
 -0.54826231 -0.56691999 -0.63901543 -1.02905306 -0.15373475 -0.16036458]",Service - General - 125 CC,General Service - 125 CC,Bike,Service,General,125 CC,,
25,738.0,737,619,0,0,0.0,4245.0,2023-09-11 10:02:04,"[-8.64587760e-02  1.21203727e+00 -2.01816523e-01  2.37595840e-01
 -3.48025676e-01  3.30571449e-01 -6.17143210e-01 -4.90011799e-01
 -1.52837910e-02  2.78931144e-01 -1.77409817e-01 -4.30409921e-01
  5.65578998e-01 -3.50226790e-01  1.83350130e-01  1.34913052e-01
 -4.14141128e-01  7.67147139e-02 -1.07418237e+00  4.19886008e-01
 -3.49107717e-01  8.60385249e-02 -2.73653108e-02  1.59256848e-01
  4.25517815e-01  5.73815048e-04  1.83052368e-01  6.80450947e-01
  2.08958001e-01  6.83979158e-01]",Highlights - Full - Below Waist - Women,Full Highlights - Below Waist Women,Hair,Highlights,Full,Below Waist,Women,
26,738.0,737,620,0,1,10.0,100.0,2023-09-11 10:01:05,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.65935863 -0.05569227 -0.03678674  0.46320998 -0.07177095 -0.04880857
  1.05128125  0.02345308 -0.32014901 -0.1800617   0.3690378  -0.15302528
 -0.94253864 -0.00290323 -0.17022107  0.31200125  0.08972103 -0.06011488
  1.12229147  0.03730959  0.70919327 -0.12713538 -0.25101891 -0.19098701]",Trim - Beard - Men,Beard Trim - Men,Beard,Trim,Beard,Men,,
27,740.0,739,621,0,0,0.0,250.0,2022-11-20 12:39:36,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
  0.77504706 -0.43565168  0.43714663  0.51765862  0.14036227  0.21658098
  2.37562363  1.83008172  0.22512335  0.1696747  -0.65895974 -0.99748057
  1.12229147  0.03730959  0.70919327 -0.12713538 -0.25101891 -0.19098701]",Hair - Wash & Blow Dry - Men,Wash & Blow Dry - Men,Hair,Hair,Wash & Blow Dry,Men,,
28,742.0,741,622,0,0,4.0,1000.0,2023-01-11 12:01:40,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.12056173  0.15356019  0.17849766 -0.53664835 -0.09857831  0.16311332
  0.68351684 -0.59037647 -0.20642182 -0.19585123 -0.03921105  0.23186458
 -0.72949164  0.08659492 -0.27523418  0.00915255 -0.26163822  0.29698399
 -0.32034475 -0.54207534 -0.61853626 -0.46373485  0.07111986  0.00797203]",Service - General - 150 CC,General Service - 150 CC,Bike,Service,General,150 CC,,
29,742.0,741,623,0,0,6.0,165.0,2023-01-11 12:00:24,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.12056173  0.15356019  0.17849766 -0.53664835 -0.09857831  0.16311332
  0.73325472  0.26746009 -0.4193243  -0.37502669  0.04575305 -0.01524915
 -0.54267581  0.48935645  0.10184263 -0.03536729 -0.46241362  0.22014497
 -1.22290111 -0.18148416 -0.8411545  -0.66555191 -0.21044575 -0.04792781]",Repair - Bike - Tire Puncture,Bike Tire Puncture Repair,Bike,Repair,Bike,Tire Puncture,,
30,742.0,741,624,0,0,7.0,200.0,2023-01-11 11:44:27,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.50504797  0.20692035 -0.37107628 -0.08457307 -0.13359699  0.00398041
  1.37067765 -0.38884667 -0.36545101 -0.32073776  0.39366337  0.02725272
 -0.78203241  0.11696861  0.37177083  0.23800601 -0.19413915 -0.08792073
  0.          0.          0.          0.          0.          0.        ]",Wash - Water,Water Wash,Car,Wash,Water,,,
31,743.0,742,625,0,0,4.0,750.0,2023-01-11 11:59:50,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.12056173  0.15356019  0.17849766 -0.53664835 -0.09857831  0.16311332
  0.68351684 -0.59037647 -0.20642182 -0.19585123 -0.03921105  0.23186458
 -0.72949164  0.08659492 -0.27523418  0.00915255 -0.26163822  0.29698399
 -0.54826231 -0.56691999 -0.63901543 -1.02905306 -0.15373475 -0.16036458]",Service - General - 125 CC,General Service - 125 CC,Bike,Service,General,125 CC,,
32,744.0,743,626,0,1,7.0,500.0,2023-01-11 11:59:11,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.12056173  0.15356019  0.17849766 -0.53664835 -0.09857831  0.16311332
  0.68351684 -0.59037647 -0.20642182 -0.19585123 -0.03921105  0.23186458
 -0.72949164  0.08659492 -0.27523418  0.00915255 -0.26163822  0.29698399
 -0.54826231 -0.56691999 -0.63901543 -1.02905306 -0.15373475 -0.16036458]",Service - General - 125 CC,General Service - 125 CC,Bike,Service,General,125 CC,,
33,744.0,743,627,0,0,3.0,200.0,2023-01-11 11:58:39,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.50504797  0.20692035 -0.37107628 -0.08457307 -0.13359699  0.00398041
  1.37067765 -0.38884667 -0.36545101 -0.32073776  0.39366337  0.02725272
 -0.47116085 -0.28453266  0.51385719 -0.32285108  0.11753167 -0.12427701
  0.          0.          0.          0.          0.          0.        ]",Wash - Foam,Foam Wash,Car,Wash,Foam,,,
34,744.0,743,628,0,0,2.0,100.0,2023-01-11 11:58:01,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.12056173  0.15356019  0.17849766 -0.53664835 -0.09857831  0.16311332
  0.73325472  0.26746009 -0.4193243  -0.37502669  0.04575305 -0.01524915
 -0.54267581  0.48935645  0.10184263 -0.03536729 -0.46241362  0.22014497
 -1.22290111 -0.18148416 -0.8411545  -0.66555191 -0.21044575 -0.04792781]",Repair - Bike - Tire Puncture,Bike Tire Puncture Repair,Bike,Repair,Bike,Tire Puncture,,
35,745.0,744,629,0,0,3.0,850.0,2023-01-11 11:57:15,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.12056173  0.15356019  0.17849766 -0.53664835 -0.09857831  0.16311332
  0.68351684 -0.59037647 -0.20642182 -0.19585123 -0.03921105  0.23186458
 -0.72949164  0.08659492 -0.27523418  0.00915255 -0.26163822  0.29698399
 -0.54826231 -0.56691999 -0.63901543 -1.02905306 -0.15373475 -0.16036458]",Service - General - 125 CC,General Service - 125 CC,Bike,Service,General,125 CC,,
36,744.0,743,630,0,0,6.0,600.0,2023-01-11 11:56:23,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.12056173  0.15356019  0.17849766 -0.53664835 -0.09857831  0.16311332
  0.68351684 -0.59037647 -0.20642182 -0.19585123 -0.03921105  0.23186458
 -0.72949164  0.08659492 -0.27523418  0.00915255 -0.26163822  0.29698399
 -0.32034475 -0.54207534 -0.61853626 -0.46373485  0.07111986  0.00797203]",Service - General - 150 CC,General Service - 150 CC,Bike,Service,General,150 CC,,
37,745.0,744,631,0,0,3.0,1050.0,2023-01-11 11:55:30,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.12056173  0.15356019  0.17849766 -0.53664835 -0.09857831  0.16311332
  0.68351684 -0.59037647 -0.20642182 -0.19585123 -0.03921105  0.23186458
 -0.72949164  0.08659492 -0.27523418  0.00915255 -0.26163822  0.29698399
 -0.32034475 -0.54207534 -0.61853626 -0.46373485  0.07111986  0.00797203]",Service - General - 150 CC,General Service - 150 CC,Bike,Service,General,150 CC,,
38,745.0,744,632,0,0,6.0,180.0,2023-01-11 11:54:58,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.50504797  0.20692035 -0.37107628 -0.08457307 -0.13359699  0.00398041
  1.37067765 -0.38884667 -0.36545101 -0.32073776  0.39366337  0.02725272
 -0.78203241  0.11696861  0.37177083  0.23800601 -0.19413915 -0.08792073
  0.          0.          0.          0.          0.          0.        ]",Wash - Water,Water Wash,Car,Wash,Water,,,
39,747.0,746,633,0,0,0.0,850.0,2023-01-11 11:49:56,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.12056173  0.15356019  0.17849766 -0.53664835 -0.09857831  0.16311332
  0.68351684 -0.59037647 -0.20642182 -0.19585123 -0.03921105  0.23186458
 -0.72949164  0.08659492 -0.27523418  0.00915255 -0.26163822  0.29698399
 -0.32034475 -0.54207534 -0.61853626 -0.46373485  0.07111986  0.00797203]",Service - General - 150 CC,General Service - 150 CC,Bike,Service,General,150 CC,,
40,747.0,746,634,0,0,0.0,350.0,2023-01-11 11:48:56,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.50504797  0.20692035 -0.37107628 -0.08457307 -0.13359699  0.00398041
  1.37067765 -0.38884667 -0.36545101 -0.32073776  0.39366337  0.02725272
 -0.47116085 -0.28453266  0.51385719 -0.32285108  0.11753167 -0.12427701
  0.          0.          0.          0.          0.          0.        ]",Wash - Foam,Foam Wash,Car,Wash,Foam,,,
41,747.0,746,635,0,0,0.0,200.0,2023-01-11 11:48:03,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.50504797  0.20692035 -0.37107628 -0.08457307 -0.13359699  0.00398041
  1.37067765 -0.38884667 -0.36545101 -0.32073776  0.39366337  0.02725272
 -0.78203241  0.11696861  0.37177083  0.23800601 -0.19413915 -0.08792073
  0.          0.          0.          0.          0.          0.        ]",Wash - Water,Water Wash,Car,Wash,Water,,,
42,747.0,746,636,0,0,0.0,165.0,2023-01-11 11:45:21,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.12056173  0.15356019  0.17849766 -0.53664835 -0.09857831  0.16311332
  0.73325472  0.26746009 -0.4193243  -0.37502669  0.04575305 -0.01524915
 -0.54267581  0.48935645  0.10184263 -0.03536729 -0.46241362  0.22014497
 -1.22290111 -0.18148416 -0.8411545  -0.66555191 -0.21044575 -0.04792781]",Repair - Bike - Tire Puncture,Bike Tire Puncture Repair,Bike,Repair,Bike,Tire Puncture,,
43,748.0,747,637,0,0,0.0,250.0,2022-11-25 06:09:59,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
 -0.37152913 -0.67940062  0.65306028  0.35935363 -0.07419304  0.22697829
 -0.55232859  0.18455997 -0.73688192  0.04115531 -0.17771172  0.26795059
  0.          0.          0.          0.          0.          0.        ]",Hair Cut - Men,Hair Cut - Men,Hair,Hair Cut,Men,,,
44,748.0,747,638,0,0,0.0,120.0,2022-11-25 06:22:39,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.65935863 -0.05569227 -0.03678674  0.46320998 -0.07177095 -0.04880857
  1.05128125  0.02345308 -0.32014901 -0.1800617   0.3690378  -0.15302528
 -0.94253864 -0.00290323 -0.17022107  0.31200125  0.08972103 -0.06011488
  0.          0.          0.          0.          0.          0.        ]",Trim - Beard,Beard Trim,Beard,Trim,Beard,,,
45,748.0,747,639,0,0,0.0,960.0,2022-11-25 06:24:45,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
  0.44040973 -0.2042051  -0.06458067  0.16705592  0.08607843  0.06320853
 -0.24910689 -0.83100139 -0.01719111 -0.44904392  0.0248623  -0.07123326
  1.12229147  0.03730959  0.70919327 -0.12713538 -0.25101891 -0.19098701]",Colour - Global - Men,Global Colour - Men,Hair,Colour,Global,Men,,
46,749.0,748,640,0,0,4.0,300.0,2022-11-25 10:08:44,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
 -0.37152913 -0.67940062  0.65306028  0.35935363 -0.07419304  0.22697829
 -0.55232859  0.18455997 -0.73688192  0.04115531 -0.17771172  0.26795059
  0.          0.          0.          0.          0.          0.        ]",Hair Cut - Men,Hair Cut - Men,Hair,Hair Cut,Men,,,
47,749.0,748,641,0,0,4.0,110.0,2022-11-25 10:17:38,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
  0.77504706 -0.43565168  0.43714663  0.51765862  0.14036227  0.21658098
 -1.21008727  0.68369231  0.21463812  0.29361143 -0.201676   -0.16082422
  0.          0.          0.          0.          0.          0.        ]",Hair - Wash,Hair Wash,Hair,Hair,Wash,,,
48,749.0,748,642,0,0,9.0,110.0,2022-11-25 10:19:26,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.65935863 -0.05569227 -0.03678674  0.46320998 -0.07177095 -0.04880857
  1.05128125  0.02345308 -0.32014901 -0.1800617   0.3690378  -0.15302528
 -0.94253864 -0.00290323 -0.17022107  0.31200125  0.08972103 -0.06011488
  0.          0.          0.          0.          0.          0.        ]",Trim - Beard,Beard Trim,Beard,Trim,Beard,,,
49,724.0,723,643,0,0,0.0,840.0,2022-11-25 10:40:20,"[-0.08645878  1.21203727 -0.20181652  0.23759584 -0.34802568  0.33057145
 -0.61714321 -0.4900118  -0.01528379  0.27893114 -0.17740982 -0.43040992
  0.77504706 -0.43565168  0.43714663  0.51765862  0.14036227  0.21658098
  2.37562363  1.83008172  0.22512335  0.1696747  -0.65895974 -0.99748057
 -0.49517927 -0.11011614 -0.06880353  0.55722367  0.49346654  0.16920728]",Hair - Wash & Blow Dry - Below Wais,Wash & Blow Dry - Below Wais,Hair,Hair,Wash & Blow Dry,Below Wais,,
50,750.0,749,644,0,0,5.0,165.0,2023-01-11 11:40:08,"[ 0.04445266  0.40665276  0.39331259 -0.8183475   0.2096024   0.09506594
 -0.12056173  0.15356019  0.17849766 -0.53664835 -0.09857831  0.16311332
  0.73325472  0.26746009 -0.4193243  -0.37502669  0.04575305 -0.01524915
 -0.54267581  0.48935645  0.10184263 -0.03536729 -0.46241362  0.22014497
 -1.22290111 -0.18148416 -0.8411545  -0.66555191 -0.21044575 -0.04792781]",Repair - Bike - Tire Puncture,Bike Tire Puncture Repair,Bike,Repair,Bike,Tire Puncture,,
